set Zone5Generators :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 BOARDMAN_1 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 CRYSTAL_MOUNTAIN_1 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 GRIMES_WAY_3 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 GRAND_COULEE_PS SLACK PNWH COLUMBIA_2 ;

set WECCImports :=
P3I P8I P14I P65I P66I ;

set Coal :=
BOARDMAN_1 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 ;

set Nuclear :=
COLUMBIA_2 ;

set Oil :=
CRYSTAL_MOUNTAIN_1 GRIMES_WAY_3 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 ;

set PSH :=
GRAND_COULEE_PS ;

set Slack :=
SLACK ;

set Hydro :=
PNWH ;

set Ramping :=
PNWH P3I P8I P14I P65I P66I ;

set Gas :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 ;

set zones :=
PNW ;

param SimHours := 8760;
param SimDays:= 365;

param HorizonHours := 48;

param HorizonDays := 2;

param:	typ	zone	netcap 	seg1	seg2	seg3	mincap	ramp	minu	mind	var_om	no_load	st_cost	:=
3574	4730.768033441161	3354.0298543138924	0.0	0.0	0.0	666.4987075945583	5506.8685857185465	0.0	0.0	0.0	0.0	0.0
3575	4597.700282366554	2862.7115170204893	0.0	0.0	0.0	617.2431569019259	5506.8685857185465	0.0	0.0	0.0	0.0	0.0
3576	4142.349889626402	2221.3439865758473	0.0	0.0	0.0	566.9549694689526	5506.8685857185465	0.0	0.0	0.0	0.0	0.0
3577	3831.892849208597	2018.97186868922	0.0	0.0	216.62916052120067	518.2154395924325	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3578	3957.2595499947192	2152.4789761775564	0.0	0.0	501.2939149828576	500.47564743626975	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3579	3867.3119626556895	2016.159741864081	0.0	0.0	482.53005579919665	492.67508662136316	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3580	3768.8096464042324	1787.4518463408144	0.0	0.0	244.5608593192329	495.19226384464696	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3581	3801.127843895047	1783.4116058939608	0.0	0.0	1083.2148191924414	512.3784553514954	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3582	3741.669370430133	1799.6653951785934	0.0	0.0	815.9556124504364	549.335018906772	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3583	3303.2628334803526	1708.5897815293188	0.0	0.0	1330.5561278305618	608.9192630045953	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3584	3474.288147655651	1716.0696772925796	0.0	0.0	1069.4681833082443	656.2006832222802	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3585	3536.3990642670033	1949.204640323412	0.0	0.0	568.0088735477784	672.8908848137498	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3586	3790.859166389757	2089.113692510467	0.0	0.0	1188.1568117057534	684.0384795373038	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3587	4163.477370560811	2220.0528267226027	0.0	0.0	1113.258515082972	691.8810635897119	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3588	4195.100704990802	2339.62737744975	0.0	0.0	801.6758486039238	695.8544132940326	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3589	4428.743765649018	2352.927585262321	0.0	0.0	1095.0316103144	699.7550759411719	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3590	4426.023487454518	2528.614454766519	0.0	0.0	771.562694427121	702.4045848111864	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3591	4523.84922946334	2493.4116490672823	0.0	0.0	642.5508603497202	706.1024631261519	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3592	4533.871877305602	2448.0932827873635	0.0	0.0	444.7233930373969	709.269233813461	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3593	4484.794597772783	2846.813221416047	0.0	0.0	260.77724623553627	715.3495860136672	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3594	4618.463499156264	2839.2063418345333	0.0	0.0	143.53400603059617	712.4204475943229	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3595	4601.987207393542	2715.494360653636	0.0	0.0	484.32685621065775	701.3599020083706	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3596	4446.389789174286	2519.616134846661	0.0	0.0	1438.5085015754944	691.3920518815881	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3597	4443.513244894304	2567.886077215337	0.0	0.0	705.0368949312822	688.2261578417828	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3598	4685.424466768163	2675.611588709301	0.0	0.0	786.4459873394638	678.9037247586361	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3599	4443.694073893441	2381.635243391845	0.0	0.0	1841.33679190672	620.41280422579	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3600	3987.0475652654327	2045.622572334592	0.0	0.0	1023.3935758053427	566.3405943953705	5511.672244445343	0.0	0.0	0.0	0.0	0.0
3601	3805.327381466586	549.5947393471838	0.0	0.0	0.0	534.7286405166222	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3602	3695.0179819618156	490.84410113769997	0.0	0.0	0.0	514.352200240926	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3603	3533.2270808076264	489.9460289792642	0.0	0.0	0.0	504.53096673700946	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3604	3449.060033829679	518.9995438583838	0.0	0.0	0.0	504.4266385930344	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3605	3479.080846619292	534.4513482978865	0.0	0.0	0.0	520.4391582112745	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3606	3680.473017782309	559.2158091042544	0.0	0.0	0.0	551.6983418202383	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3607	3146.624137618721	542.3949560043427	0.0	0.0	0.0	608.7491414089926	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3608	3160.852887321945	545.8905260170397	0.0	0.0	0.0	653.8593703225903	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3609	3609.3309864972443	553.8227200037941	0.0	0.0	0.0	680.9938045645254	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3610	3877.246658591888	530.2165624606871	0.0	0.0	0.0	700.4316021336073	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3611	4001.880228963752	545.1176202430717	0.0	0.0	0.0	712.5804768496448	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3612	4117.481484507544	609.8654594346583	0.0	0.0	0.0	720.2534150527479	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3613	4246.744714176708	628.3232934982101	0.0	0.0	0.0	724.4822567402282	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3614	4495.442279535424	652.6662348753466	0.0	0.0	0.0	726.7690398214033	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3615	4570.231706331822	696.619122036074	0.0	0.0	0.0	732.4744356063787	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3616	4546.092495583038	707.8579023193903	0.0	0.0	0.0	734.8399796228487	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3617	4605.564217819554	698.4241977276097	0.0	0.0	0.0	737.2076669303927	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3618	4660.961121973034	701.6432844706529	0.0	0.0	0.0	732.9298625483419	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3619	4575.600499344213	680.720515872408	0.0	0.0	0.0	719.1854936858934	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3620	4446.049037343209	643.9981526037717	0.0	0.0	0.0	703.1298343985897	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3621	4529.63503773726	696.1500493195398	0.0	0.0	0.0	689.9707518386508	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3622	4785.655451850153	736.4234909175229	0.0	0.0	0.0	674.7798034714609	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3623	4586.552840992347	665.219253202209	0.0	0.0	0.0	622.5613485655483	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3624	4200.48434418649	627.2331692993245	0.0	0.0	0.0	573.4117843488152	5498.60937117593	0.0	0.0	0.0	0.0	0.0
3625	3563.3290621764704	1942.3747987684487	817.7578298778316	0.0	81.93697508118024	531.687670172002	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3626	3403.995336485226	1813.1914055911946	1087.8823053267017	0.0	109.54402199244568	510.22770291735833	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3627	3495.541068847074	1616.8881510294045	1313.1006105293745	0.0	159.85529252882537	498.1315752684261	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3628	3358.696762288729	1574.7448134785502	1392.0446560942014	0.0	154.94658428715633	495.65518955639936	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3629	3274.840388325659	1652.3904358332632	1312.0496930679385	0.0	226.09126091429252	503.36906390796133	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3630	3503.181661174117	1801.610751167052	1149.8556989870306	0.0	239.94980217172372	516.64304807019	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3631	3238.0004944786797	1925.2580114438517	1087.976191502131	0.0	321.04105561733195	543.540020918831	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3632	3331.7925121786598	2020.8312042715647	1147.587697326801	0.0	384.0950389535342	577.0605493153766	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3633	3323.016959412507	2015.245752306224	930.0888653823068	0.0	276.8502172727405	608.4073231666233	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3634	3600.13800360911	2030.3126714063696	1009.9934476851723	0.0	401.3704619056328	634.1431032048732	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3635	3491.229402175838	2078.3933291316603	947.2770185286604	0.0	402.9045508977543	644.2140676187867	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3636	3638.3171034722773	2130.582577077309	1053.1438466261084	0.0	256.98336480645713	648.5766411303574	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3637	3645.115030665696	2182.2041357968697	1275.717871684778	0.0	319.0359650003437	649.5802156294407	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3638	3701.611360691048	2176.7149710321382	889.1967203055643	0.0	224.48962382181662	647.7257071731453	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3639	3669.260933904773	2090.7420562712164	773.1948300497693	0.0	200.0536456628971	647.5699636993413	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3640	3552.3709419694846	2090.5179649053225	763.1525221455	0.0	159.35797488962402	649.8148351897066	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3641	3616.734520790645	2107.410673074486	1273.4449707661702	0.0	199.32814954032486	656.0192852573866	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3642	3557.001195543929	2055.256556412552	1539.7896754763424	0.0	146.19532269323392	658.5521561019804	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3643	3272.058703275676	2032.6406472374122	1880.9010724136167	0.0	281.4784615281208	651.7547156316302	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3644	3146.164000798467	1847.270728162091	1731.2632573634075	0.0	322.42750052242434	646.4406633785386	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3645	3445.372866143623	1947.267904044707	1569.7669054493356	0.0	302.0718098694212	644.6673724741128	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3646	3626.4907068264906	1968.5926744200563	1619.7545091195984	0.0	243.5947377939157	630.4031021887753	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3647	3725.419579673593	1923.7530212188683	830.1536361961058	0.0	261.48444451474256	593.1548381902924	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3648	3734.0338071740907	1885.5106216643887	1067.6645486600737	0.0	256.7884304347584	547.5669635455321	5432.535305862652	0.0	0.0	0.0	0.0	0.0
3649	3580.698618706137	2675.2701136888018	0.0	0.0	598.4709381218926	530.7803583239828	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3650	3499.7305719843043	2556.020722368709	0.0	0.0	562.2584370065904	510.8069631388992	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3651	3605.4975394514754	2497.315614382206	0.0	0.0	352.2767273550256	501.53239802485473	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3652	3513.299555158165	2626.3312639049827	0.0	0.0	343.1002432681776	501.8878441387569	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3653	3525.956568423612	2652.4797339544652	0.0	0.0	550.8616076100247	510.0060921180837	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3654	3687.7496572903474	2697.5613528440617	0.0	0.0	638.0863265056545	523.8453377927517	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3655	3273.2117892030406	2720.1582944020165	0.0	0.0	960.4520282096083	547.1007060019386	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3656	3520.802102186117	2786.1842780688844	0.0	0.0	1164.5327767352494	574.5626572278915	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3657	3747.520056400243	2900.6619872741944	0.0	0.0	971.7532891516414	606.5612654166983	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3658	3910.756895143171	3038.1403732016997	0.0	0.0	1305.444440981012	628.5156177671711	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3659	4340.01660178199	3124.673748507583	0.0	0.0	1228.622473502861	641.884408065421	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3660	4553.751884104478	3254.7531467093077	0.0	0.0	939.3630289162628	645.3623393670484	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3661	4485.85005988042	3287.9573726837652	0.0	0.0	1384.9775152096975	643.5903794866726	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3662	4624.690091309134	3318.641559100606	0.0	0.0	1119.2436387512416	639.858844976518	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3663	4899.337072395269	3381.68270797122	0.0	0.0	1091.1928207493022	636.0657134874559	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3664	5026.676476979122	3436.27513091169	0.0	0.0	907.5472037786587	636.3210347908437	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3665	4964.298978838808	3487.211550598221	0.0	0.0	973.3553070868151	640.9869317288051	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3666	4881.149873099562	3463.2546055899074	0.0	0.0	858.4936848202603	642.5631259833128	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3667	4707.620229801891	3433.5591074548565	0.0	0.0	1319.4589025282667	640.1985439155085	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3668	4662.612200164449	3419.5302991229246	0.0	0.0	1442.5610510796087	638.3197547595637	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3669	4720.2128894959615	3470.2578023147007	0.0	0.0	1338.9998860630712	640.1906723977992	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3670	4664.645878146937	3502.260977478494	0.0	0.0	1068.5350232909698	630.3137347492061	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3671	4351.9452997180215	3283.671492578106	0.0	0.0	926.0755830673368	590.8777408938025	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3672	4152.228320990613	2886.756374289139	0.0	0.0	656.8016838972568	548.9125355666379	5358.2830292456765	0.0	0.0	0.0	0.0	0.0
3673	3163.009705534899	1786.2666672992636	323.4774410891428	0.0	0.0	520.4462150204325	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3674	3202.4307172887666	1813.0946720050733	411.35428805217913	0.0	0.0	502.60883900628477	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3675	3122.2651029165977	1726.1639972807698	486.3790816841954	0.0	0.0	494.63918584913614	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3676	3001.592951126331	1709.7312551302448	570.0238854313287	0.0	0.0	495.4928167636197	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3677	3023.3311709788018	1747.9638762663953	525.2358402011137	0.0	0.0	509.65066133333283	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3678	2924.144494640763	1746.9804084049522	469.8489088351432	0.0	0.0	532.3073080574293	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3679	2773.436989562368	1747.6803656135696	379.36943797406786	0.0	0.0	558.4556358249436	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3680	2682.691951773809	1777.5398615504394	388.57393156191597	0.0	0.0	583.1267398868816	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3681	2818.1923805091246	1856.9442340892535	327.43089742832996	0.0	0.0	613.7552820507767	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3682	3001.8678454622063	1939.458537510077	321.69314882071967	0.0	0.0	640.4882515137786	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3683	3391.9883106797142	1997.4171286763824	288.8018795862777	0.0	0.0	653.5785183797336	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3684	3517.712165614298	2112.8459886022424	267.9868788306868	0.0	0.0	659.2678813339653	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3685	3477.750935171054	2217.387331261312	275.30454009804873	0.0	0.0	658.5871509637844	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3686	3482.427185910807	2246.75477408845	276.0802361301213	0.0	0.0	654.5971853084826	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3687	3383.170721500903	2290.9210485895155	175.549405330757	0.0	0.0	653.8164736338488	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3688	3611.462582858063	2266.782544446313	215.78476601225228	0.0	0.0	655.342645933393	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3689	3558.9655239121057	2249.7095357293074	263.3815145949707	0.0	0.0	661.208276603458	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3690	3574.4449831139937	2235.066874598581	249.49796276126528	0.0	0.0	667.1562080394598	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3691	3443.653396415367	2179.0938613645767	316.5782930785698	0.0	0.0	666.2258998658161	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3692	3393.7281471977412	2163.517069890478	261.78830685403085	0.0	0.0	666.8458954676086	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3693	3446.235482715053	2181.752539066898	219.92332930195658	0.0	0.0	669.6269745019064	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3694	3451.528900667099	2182.416709211529	185.07664516470928	0.0	0.0	656.2416967439274	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3695	3473.0904913703084	2042.6305740419552	105.00860092501689	0.0	0.0	608.0609206971463	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3696	3291.1195498086504	1910.975894802691	324.4978541392605	0.0	0.0	555.7964646529991	5306.0542110956785	0.0	0.0	0.0	0.0	0.0
3697	3307.500145619908	2323.965952974515	886.4296128294587	0.0	0.0	522.6627552546541	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3698	3172.163820885492	2302.537543454065	1496.1414257700158	0.0	0.0	507.740434906699	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3699	2923.0875978180065	2253.082074106936	1869.040852055248	0.0	0.0	501.8158231592534	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3700	2955.613544706486	2301.8025470769267	1920.7611877729682	0.0	0.0	505.0183237031046	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3701	2898.1197431241467	2310.442617888301	1577.5732981711233	0.0	0.0	526.2521124339207	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3702	2991.3757095733763	2301.1217446939568	1567.130835053504	0.0	0.0	569.4121060989107	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3703	2858.9778907323403	2183.306769270259	1569.8044985775152	0.0	0.0	634.8430081095081	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3704	2868.7532576369285	2181.0639296680743	1873.707089477228	0.0	0.0	674.5564477719604	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3705	3048.6605404479274	2311.657085255359	1140.5192971237163	0.0	0.0	684.9814816963373	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3706	3130.7909842857875	2269.384800348949	810.6148432326887	0.0	0.0	692.7103089047326	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3707	3188.2761346547845	2251.779937620113	1017.7516763778578	0.0	0.0	697.2119927133284	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3708	3266.476831143153	2460.350270815298	986.160086984841	0.0	0.0	699.5090413604468	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3709	3374.875623061675	2547.3621612849565	1044.7372467378664	0.0	0.0	696.8224898042781	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3710	3424.521464814094	2564.225677253082	874.8040306002134	0.0	0.0	695.8894328219253	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3711	3362.988134796186	2563.085810506621	798.1393337602968	0.0	0.0	693.6131383642626	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3712	3388.579508214594	2510.470410604836	923.2862690174553	0.0	0.0	693.5846509525682	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3713	3307.945503387786	2535.091928216389	1111.5369185969714	0.0	0.0	694.3301576860863	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3714	3419.575459556863	2525.5290815223902	1613.8329281480633	0.0	0.0	694.5446502966603	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3715	3444.3321870862706	2541.5413051265937	2023.4689486045254	0.0	0.0	691.2256876819717	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3716	3465.216841098457	2492.321069254623	1834.4609415083166	0.0	0.0	685.37607525571	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3717	3442.0174668556688	2526.525879499119	1471.1114701299493	0.0	0.0	689.0657785117005	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3718	3446.1851062086293	2558.5922708043645	1401.5988967243964	0.0	0.0	673.8655109682109	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3719	3509.2412635550677	2520.4527549806257	941.6086156020984	0.0	0.0	628.1993658226361	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3720	3543.2751266608802	2262.690955635263	1489.695044701515	0.0	0.0	573.1236379430702	5248.817854052254	0.0	0.0	0.0	0.0	0.0
3721	3770.146807175327	3800.0	53.89676451649165	0.0	49.318574340508356	521.305591484316	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3722	3689.019316383863	3516.5035898007472	83.38207142992144	0.0	14.33304438083636	503.47946118154107	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3723	3305.2442533460603	3642.867897909303	114.38237720250376	0.0	26.082859132772388	497.9898858397464	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3724	3226.8289089865034	3622.867465353861	121.09368836080448	0.0	38.23959642770039	499.7289053860707	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3725	3136.064577043821	3617.641785533966	98.95398683524587	0.0	76.43303066927005	516.6116779897849	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3726	3307.0834731628365	3575.902758020922	101.89485602932649	0.0	90.82463650809652	557.3566833767567	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3727	3108.493787531841	3578.165164571616	101.98980603507195	0.0	141.52274195249126	620.4335320568674	5248.167563846322	0.0	0.0	0.0	0.0	0.0
3728	3163.5365442163	3324.0860937258108	121.08187537094408	0.0	172.1667147438249	657.5669472121224	5248.167563846322	0.0	0.0	0.0	0.0	0.0
